FacilityID,CampsiteType,TypeOfUse,Loop,CampsiteAccessible,CampsiteLongitude,CampsiteLatitude,LastUpdatedDate
10177518,Tent,Overnight,Main,False,-97.076179,38.379567,2022-06-29
10177495,Tent,Overnight,Central Area,False,-86.947814,41.701817,2023-09-14
10177496,Tent,Overnight,Dunbar,False,-87.001699,41.682476,2023-09-22
234733,Tent,Overnight,SUNNYSIDE,False,0.0,0.0,2022-06-29
14549,Hike,Overnight,Paxson Lake Campground ,True,0.0,0.0,2023-09-22
262754,Hike,Overnight,Camp,False,-122.4891093,45.04343312,2022-08-02
262756,Hike,Overnight,Camp,False,-122.4855831,45.03372815,2022-08-02
272276,RV,Overnight,B,True,0.0,0.0,2022-05-09
256346,Tent,Overnight,Moonflower Canyon Group Site,False,0.0,0.0,2022-06-29
259170,Hike,Overnight,CHOP,False,-77.395726251,38.550706125,2022-09-26
10185298,Tent,Overnight,Putah,False,0.0,0.0,2023-09-22
10187106,Shelter,Day,Bridgeport Beach,False,-87.25627,32.05044,2022-05-17
10187108,Shelter,Day,East Bank Beach,False,-87.38996,32.11549,2022-05-17
10187123,Shelter,Day,Gees Bend Park,False,-87.30843,32.05881,2022-05-17
10187125,Shelter,Day,Holy Ground Battlefield Park,False,-86.675783,32.3491,2023-02-18
10187129,Shelter,Day,Isaac Creek,False,-87.54981,31.62075,2022-05-17
10187133,Shelter,Day,Training Dike Park,False,-87.39113,32.11452,2022-05-21
234489,View,Day,SAPPHIRE POINT,True,0.0,0.0,2022-04-28
232707,Shelter,Day,Six Mile Creek,False,0.0,0.0,2022-05-31
256368,Picnic,Day,Masters (MO),False,-93.680885,37.603249,2022-06-29
256369,Picnic,Day,Stockton Park (MO),False,-93.791202,37.679801,2022-06-29
256349,Shelter,Day,Right Bank Recreation Area,True,-87.196148,36.316209,2023-07-07
10190876,Hike,Overnight,Longleaf,False,0.0,0.0,2022-12-28
246878,Tent,Overnight,A,False,0.0,0.0,2023-02-28
10190963,Cabin,Overnight,,False,0.0,0.0,2022-07-04
10191039,Hike,Overnight,Bluff Hike-in,False,0.0,0.0,2022-12-28
122390,Tent,Overnight,CARDENS BLUFF CAMPGROUND,False,0.0,0.0,2023-09-22
256932,RV,Overnight,Big Meadow Campground,False,-118.825107,36.719413,2022-06-29
10192010,Cabin,Overnight,,False,-111.312247,45.069868,2022-10-26
10197849,Tent,Overnight,Landslide,False,0.0,0.0,2023-08-23
10199721,Tent,Overnight,,False,0.0,0.0,2023-09-22
10199771,Hike,Overnight,,False,0.0,0.0,2023-09-22
256934,Shelter,Day,Comers Rock Campground,True,-81.2594722222,36.7587055556,2022-06-29
256935,Shelter,Day,RAVEN CLIFF PICNIC SHELTER,True,-81.0645472222,36.8358472222001,2023-03-11
259345,Cabin,Overnight,Priest Rock Cabin,False,0.0,0.0,2022-06-29
232500,Tent,Overnight,SANTA BARBARA ISLAND AREA,False,-119.028699478,33.479368133,2022-06-29
232502,Tent,Overnight,ANACAPA ISLAND AREA,False,-119.367751495,34.013854216,2022-06-29
232499,Tent,Overnight,BACKCOUNTRY AREA,False,-119.660805191,34.010677516,2022-06-29
232501,Tent,Overnight,SAN MIGUEL ISLAND AREA,False,-120.348806222,34.040470075,2022-06-29
261322,Cabin,Overnight,Historic Bushman House (Gettysburg),False,0.0,0.0,2022-06-29
261700,Tent,Overnight,Northwest Quadrant Dispersed Camping,False,0.0,0.0,2022-06-29
10210091,Shelter,Day,,False,0.0,0.0,2022-11-22
10210093,Shelter,Day,,False,0.0,0.0,2022-11-22
10210095,Shelter,Day,,False,0.0,0.0,2022-12-01
10210097,Shelter,Day,,False,0.0,0.0,2022-11-22
10210100,Shelter,Day,,False,0.0,0.0,2022-11-22
232184,Horseback,Overnight,WILD,False,0.0,0.0,2023-03-07
261793,Shelter,Day,W.P. FRANKLIN SOUTH RECREATION AREA,True,-81.695746,26.720756,2022-06-29
262752,Tent,Overnight,HEBO LAKE CAMPGROUND,True,-123.794785416325,45.2303788817487,2022-06-29
10214301,Cabin,Overnight,Ear Mountain,False,0.0,0.0,2023-09-22
264293,Shelter,Overnight,DUCK HARBOR CAMPGROUND,False,-68.653144,44.028185,2022-06-29
10214609,Tent,Overnight,,False,0.0,0.0,2023-05-01
10215894,Hike,Overnight,Lower Tonto Creek,True,-111.097312,34.332549,2023-04-07
247566,Tent,Overnight,PRIMITIVE-No water/electric/generators,False,-112.728475827,32.0720247360001,2023-01-01
10220609,Horseback,Overnight,HORSE,False,-119.653589,37.539277,2022-11-11
10220612,Cabin,Overnight,Cabin Row,False,-120.12026,39.040417,2023-02-15
234031,Picnic,Day,Day Use,False,0.0,0.0,2022-11-08
266137,Tent,Overnight,Loop 1,False,-121.617604618232,43.73646329095,2022-06-29
234060,Hike,Overnight,Loop A,False,-121.263675013,48.6715966530001,2023-05-21
10224635,Shelter,Day,,False,-78.303329,36.599438,2022-12-09
266143,Shelter,Day,ROBIE CREEK PARK GROUP SHELTER,False,-115.997789,43.630274,2022-06-29
267071,Tent,Overnight,Front,False,-121.624488,44.10291,2023-02-27
267078,Tent,Overnight,Loop 1,False,-121.638261377194,44.4812787738526,2022-06-29
10227410,Shelter,Day,1,False,-96.593636,39.247244,2023-01-31
251865,Hike,Overnight,Mainland,False,0.0,0.0,2023-08-05
10228626,Shelter,Day,,False,0.0,0.0,2023-01-23
10228628,Shelter,Day,,False,0.0,0.0,2023-01-23
10228630,Shelter,Day,,False,0.0,0.0,2023-01-23
10228632,Shelter,Day,,False,0.0,0.0,2023-01-23
259031,Tent,Overnight,A,False,-121.639429585,46.902433753,2023-07-02
10228741,Shelter,Day,Site 1 Day Use Area,False,0.0,0.0,2023-01-11
10228743,Shelter,Day,,False,0.0,0.0,2023-01-11
10228745,Shelter,Day,Tailwater Recreation Area,False,0.0,0.0,2023-01-12
10228747,Shelter,Day,Visitor Center Day Use Area,False,0.0,0.0,2023-02-15
10229798,Cabin,Overnight,Patterson Guard Station,False,0.0,0.0,2023-03-09
233624,Tent,Overnight,Downriver Loop,False,0.0,0.0,2023-01-03
10232106,Horseback,Overnight,CCHC,False,0.0,0.0,2023-03-09
10234870,Tent,Overnight,Main Loop,False,-89.84438177,34.12661654,2023-03-25
10234885,Tent,Overnight,Main Loop,False,-89.85394953,34.16122622,2023-03-25
10236797,Tent,Overnight,Main Loop,True,-89.762915,33.80252,2023-09-22
10237974,Cabin,Overnight,Mt Terrill Guard Station,False,0.0,0.0,2023-03-24
10238165,Tent,Overnight,Hog Point,False,-76.397064,38.308046,2023-04-27
10238170,Tent,Overnight,Paradise Grove,False,-76.398014,38.306643,2023-04-27
10239229,Shelter,Day,,False,-92.977561,41.369715,2023-05-04
10239231,Shelter,Day,,False,-92.980313,41.367044,2023-05-04
10239233,Tent,Overnight,,False,0.0,0.0,2023-05-25
10239284,Tent,Overnight,,False,0.0,0.0,2023-05-25
10241514,Picnic,Day,main,True,0.0,0.0,2023-09-22
10241519,Shelter,Day,,False,0.0,0.0,2023-07-02
10241521,Shelter,Day,,False,0.0,0.0,2023-07-02
10241554,Shelter,Day,,False,0.0,0.0,2023-05-23
10241557,RV,Overnight,A Area,True,0.0,0.0,2023-09-22
10241626,RV,Overnight,B Area,False,0.0,0.0,2023-09-22
10241695,RV,Overnight,C Area,False,0.0,0.0,2023-09-22
10241754,RV,Overnight,D Area,False,0.0,0.0,2023-09-22
10241801,RV,Overnight,F Area,False,0.0,0.0,2023-09-22
10241839,RV,Overnight,G Area,False,0.0,0.0,2023-09-22
10241885,Cabin,Overnight,Camping Cabin,False,0.0,0.0,2023-07-13
267072,Horseback,Overnight,Loop 1,False,-121.800764,43.824095,2022-06-29
10241903,Cabin,Overnight,Contemporary,False,0.0,0.0,2023-09-22
10241911,Picnic,Overnight,Pavilion,False,0.0,0.0,2023-09-22
10241919,Tent,Overnight,Group Tent Site,False,0.0,0.0,2023-06-12
10241936,Tent,Overnight,Primitive Tent,False,0.0,0.0,2023-09-22
10241987,Cabin,Overnight,Waterfront Cot,False,0.0,0.0,2023-06-12
233510,Horseback,Overnight,Equestrian Group Loop,False,0.0,0.0,2023-08-02
267552,Hike,Overnight,Loop 1,False,-121.63519291151,44.4415300432671,2022-06-29
10246274,Water,Overnight,Marina Dock,False,0.0,0.0,2023-04-27
10246293,Shelter,Overnight,,False,0.0,0.0,2023-04-27
10246295,Cabin,Overnight,Big Flat Guard Station,False,0.0,0.0,2023-08-09
267554,Horseback,Overnight,Loop 2,False,-121.62443729672,44.112203131691,2022-06-29
233609,Shelter,Day,Beach,False,0.0,0.0,2023-07-05
10249158,Horseback,Overnight,Marzinski,False,0.0,0.0,2023-05-17
10249189,Cabin,Overnight,Bungalow,False,-76.4665,38.3439,2023-09-22
10250704,Shelter,Day,none,False,-83.47043,37.34374,2023-05-23
10250708,Cabin,Overnight,,False,0.0,0.0,2023-09-22
251949,Tent,Overnight,POUND RIVER CAMPGROUND (VA),False,0.0,0.0,2023-09-22
251947,Tent,Overnight,Area 3,False,0.0,0.0,2023-05-25
269838,View,Overnight,HEYBROOK LOOKOUT,False,-121.5352,47.8083972,2022-11-29
270816,RV,Overnight,RV Non-Generator,False,-112.809759174,31.9401895880001,2022-12-31
232441,Tent,Overnight,Loop D,True,-83.312493795,35.5614557230001,2022-06-29
232448,Tent,Overnight,A001-A075,False,-119.353922587,37.874137606,2022-06-29
232437,Tent,Overnight,Group Site,False,-83.109183156,35.7523070280001,2022-06-29
232438,Tent,Overnight,Group Sites 1-3,False,-83.206550834,35.753053444,2022-06-29
10274250,Shelter,Day,Lake View Recreation Area,False,-93.702414,41.70853,2023-09-27
232493,Hike,Overnight,A,False,0.0,0.0,2023-05-31
232439,Picnic,Day,Pavilion,False,-83.208954018,35.757538422,2022-06-29
232434,Tent,Overnight,Group Sites 1-3,False,-83.073790146,35.65099388,2022-06-29
234779,Shelter,Overnight,Haystack Campground (East Shore),False,0.0,0.0,2023-07-26
232435,Shelter,Day,Pavilion ,False,-83.4386623079999,35.4604880690001,2022-06-29
234580,Cabin,Overnight,Scan & Pay,False,0.0,0.0,2023-07-13
232436,Tent,Overnight,Group,False,-83.586296434,35.659981486,2022-06-29
272096,Tent,Overnight,NOTTINGHAM CAMPGROUND,True,0.0,0.0,2022-06-29
272092,Tent,Overnight,Kinnikinnick (Laurance Lake) Campground,True,0.0,0.0,2022-06-29
272093,Tent,Overnight,SHERWOOD CAMPGROUND,True,0.0,0.0,2022-06-29
272095,Tent,Overnight,1,False,-110.829088282507,33.3349097628067,2023-09-22
272094,Hike,Overnight,COTTONWOOD CAMPGROUND (IA),False,-91.533962,41.722371,2023-05-15
272098,Cabin,Overnight,RED IVES CABIN,False,-115.3515278,47.0565889,2022-06-29
232481,Horseback,Overnight,Horse Camp 001-003,False,-83.298031893,35.5427996010001,2022-06-29
232483,Horseback,Overnight,Horse Camp 001-005,False,-83.212084009,35.615597688,2022-06-29
272173,Cabin,Overnight,STRAWBERRY CABIN,False,-111.9152778,46.4755556,2022-06-29
272185,Shelter,Day,Loyalhanna Lake Pavilions,True,0.0,0.0,2022-06-29
272186,Shelter,Day,2,True,0.0,0.0,2022-06-29
272229,Tent,Overnight,BICENTENNIAL,False,0.0,0.0,2022-06-29
272243,Tent,Overnight,SHEEP CAMP PRIMITIVE CAMPGROUND,False,-122.593911419,40.5999838930001,2022-12-11
272248,Tent,Overnight,PELTIER BRIDGE PRIMITIVE CAMPGROUND,False,-122.551661867,40.586262897,2023-04-23
272250,Tent,Overnight,BRANDY CREEK PRIMITIVE CAMPGROUND,False,-122.582691664,40.6014110020001,2023-02-15
272246,Hike,Overnight,Tent,False,-119.783935164155,38.7456638943326,2022-06-29
272247,Tent,Overnight,CRYSTAL CREEK PRIMITIVE CAMPGROUND,False,-122.671355944,40.641736655,2022-12-11
234685,RV,Overnight,Loop 1,False,-105.506130942,37.7452404850001,2023-09-22
272277,Tent,Overnight,JACKSON CAMPGROUND ON THE APPLEGATE RIVER,False,0.0,0.0,2022-06-29
272300,Tent,Overnight,JUMBO ROCKS CAMPGROUND,False,-116.064881105,33.9918520890001,2023-09-22
272304,Shelter,Day,DAMSITE DAY USE AREA SHELTER,True,0.0,0.0,2022-06-29
272305,Shelter,Day,DOLL MOUNTAIN DAY USE AREA SHELTER,True,0.0,0.0,2022-06-29
272303,Shelter,Day,NORTHBANK DAY USE AREA SHELTER,True,0.0,0.0,2022-06-29
272302,Shelter,Day,REREG DAM DAY USE AREA SHELTER,False,0.0,0.0,2022-06-29
272301,Shelter,Day,WOODRING DAY USE AREA SHELTER,True,0.0,0.0,2022-06-29
273344,Tent,Overnight,LAKE NINETEEN DISPERSED CAMPSITE,False,-86.5441666666667,46.1716666666667,2022-06-29
273354,Tent,Overnight,C Loop,False,0.0,0.0,2022-06-29
273359,Shelter,Day,C-Loop,True,0.0,0.0,2022-06-29
273362,Shelter,Day,TWIN COVE POINT,True,0.0,0.0,2023-09-22
273345,Shelter,Day,CLARK LAKE PAVILION,True,-89.3377168008086,46.2420615031788,2022-06-29
273380,Shelter,Day,TAILWATER SHELTER 2 (BROOKVILLE LAKE),True,0.0,0.0,2022-09-27
273377,Cabin,Overnight,LAKE CABIN,False,0.0,0.0,2022-06-29
273378,Cabin,Overnight,HIRZ CABIN,False,-122.2356194,40.8740917,2022-06-29
273757,Water,Overnight,Aquatic Park Cove San Francisco Maritime NHP,True,0.0,0.0,2022-06-29
273756,Shelter,Day,OVERLOOK SHELTER (BROOKVILLE LAKE),True,0.0,0.0,2022-06-29
273760,Shelter,Day,TAILWATER SHELTER 1 (BROOKVILLE LAKE),True,0.0,0.0,2022-09-27
273778,Hike,Overnight,RUSSELL POND CAMPGROUND,False,-71.6515160472647,44.0129311765814,2022-06-29
273784,Shelter,Day,Southern Loop,True,-88.7639602448342,46.0773458039232,2022-06-29
232810,Tent,Overnight,UPPER BILLY CREEK CG,False,0.0,0.0,2022-06-29
273821,Tent,Overnight,BIG CREEK CAMPGROUND (GREAT SMOKY MOUNTAINS NATIONAL PARK),False,-83.111693832,35.7495851530001,2022-06-29
250031,Horseback,Overnight,Equestrian Campground,False,-122.452577,42.1804,2022-06-29
273841,Cabin,Overnight,FUCHS HOUSE,False,-90.6036309193029,36.9783373458191,2022-06-29
273848,Tent,Overnight,BALSAM MOUNTAIN CAMPGROUND,False,-83.173822593,35.5648256060001,2022-06-29
273844,Tent,Overnight,Loop 1,False,0.0,0.0,2022-06-29
273843,Tent,Overnight,Loop 1,False,0.0,0.0,2022-06-29
273868,Shelter,Day,ELK CREEK PAVILION (CLEARWATER NF),False,-116.1730556,46.7919444,2022-06-29
233412,Hike,Overnight,ACORN VALLEY ,False,0.0,0.0,2022-06-29
231881,Tent,Overnight,SILV,False,-106.893106167,39.146287867,2022-06-29
232514,Shelter,Day,Blue Gill Way,True,-82.471198,33.644641,2022-06-29
232646,RV,Overnight,MOTT ,False,-96.662293,32.25895,2023-09-22
233595,Tent,Overnight,PBEN,False,-96.645393,33.87647,2022-06-29
232174,Tent,Overnight,BASN,False,-71.021601,44.267405,2022-06-29
232323,Horseback,Overnight,HUNT,False,-106.974166,44.33765,2022-06-29
234509,Hike,Overnight,STOVE PRAIRIE ,True,-105.39681541,40.6838734000002,2022-06-29
233783,Shelter,Day,Coles Creek Day Use Shelter 2,False,-89.266371,38.656923,2023-09-22
234287,Tent,Overnight,MANZANITA ,False,-111.745146,34.9360230000001,2022-06-29
234559,Shelter,Day,TWIN BRIDGES GROUP SHELTER ,True,-97.238604,31.533016,2022-06-29
231882,Tent,Overnight,SILV,False,-106.89591556,39.1421140800001,2022-06-29
231886,RV,Overnight,COAL,False,-107.702599222,35.2346635940001,2022-06-29
231991,Shelter,Day,HOUS,False,-87.297426,34.1190400000001,2022-06-29
233769,Tent,Overnight,GLEASONS LANDING/HURON,False,-85.920746,43.8707100000001,2022-06-29
233833,Horseback,Overnight,JACKS GULCH ,False,-105.525323,40.6388090000001,2022-06-29
233927,Cabin,Overnight,PINEY GUARD,False,-106.560574,39.7572640000001,2022-06-29
233612,Shelter,Day,PICNIC SHELTER 9,True,-88.945398,38.037204,2022-06-29
232537,RV,Overnight,BMIL,False,-87.886075,36.61933,2022-06-29
232056,Cabin,Overnight,CABI,False,-86.4587001433126,39.0204014616139,2022-06-29
233482,Shelter,Day,PICNIC SHELTER 6,False,-88.985055,38.039526,2022-11-01
232462,Tent,Overnight,loop C,False,-105.593360682,40.326528544,2022-06-29
232616,Shelter,Day,LAGUARDO ,False,-86.446274,36.290051,2023-08-24
232658,Shelter,Day,GROUP SITE,True,-86.659877,36.287502,2023-09-22
234220,Shelter,Day,RDB1,True,-81.77357,37.597311,2023-02-28
234164,Hike,Overnight,PICNIC POINT,False,-115.671121134541,44.6526347360071,2022-06-29
234313,Cabin,Overnight,SWCA,False,-83.9759550752641,35.3623600989878,2022-06-29
232163,Picnic,Day,PONDEROSA,False,-115.643479,36.2546820000001,2022-08-16
233731,Cabin,Overnight,STUB CREEK,False,-105.904748,40.793778,2022-06-29
234236,Shelter,Day,BDAM,True,-82.383117,38.147488,2022-06-29
231914,RV,Overnight,Lower,False,-112.25991,37.6092090000001,2022-06-29
232418,Picnic,Day,FLOA,True,-90.8764579451156,36.6686022568612,2022-06-29
233812,Cabin,Overnight,LAKE ISABEL CABIN ,False,-105.047423,37.981031,2022-06-29
233945,Cabin,Overnight,JCGS,False,-107.108653,41.2738720000001,2023-02-18
234562,Shelter,Day,GROUP SITES,False,-82.197827,33.657873,2022-06-29
231840,Tent,Overnight,LKSD,False,-103.482777,43.892672,2022-06-29
232011,Picnic,Day,PICB,True,-114.850651,43.925464,2022-06-29
233922,Shelter,Day,SMITH RAPIDS PAVILION ,True,-90.17412,45.9099280000001,2022-06-29
233941,Tent,Overnight,WILLOW CREEK,False,-105.953361,40.142949,2022-06-29
234227,Shelter,Day,SHELTERS,True,-82.420415,38.305011,2022-06-29
233440,Shelter,Day,BRID,False,-119.875349,37.122204,2022-06-29
233558,Shelter,Day,"PICNIC SHELTER 7,8",False,-88.955972,38.054276,2022-06-29
233580,Shelter,Day,PERR,True,-95.413344,39.118149,2022-10-25
233686,Shelter,Day,EAGLE POINT DAY USE,True,-90.277454,36.935938,2022-06-29
234237,Cabin,Overnight,BLACK MOUNTAIN CABIN ,False,-71.172427,44.19694,2022-06-29
232533,Shelter,Day,BROY,False,-82.828972,34.515185,2022-06-29
232635,Picnic,Day,LOVE PARK,False,-96.644946,32.27105,2022-06-29
233808,Cabin,Overnight,ROBERTS CABIN ,False,-105.92803,39.3462460000001,2022-06-29
234090,Shelter,Day,ELM BROOK,True,-71.730626,43.188993,2023-09-22
234101,Picnic,Day,DOGWOOD DAY USE ,True,-111.768129,40.6227030000001,2023-09-22
234454,Cabin,Overnight,MUDDY GUARD,False,-106.912736,44.159633,2022-06-29
234532,Cabin,Overnight,JCGS,False,-112.168004,38.071119,2022-06-29
233548,Shelter,Day,MDAU,True,-92.244088,44.859403,2022-06-29
233576,Picnic,Day,OVER,True,-95.471694,37.273096,2022-06-29
233638,Tent,Overnight,SLUS,False,-80.286932,27.108934,2022-06-29
233944,Cabin,Overnight,JCCQ,False,-107.119993,41.283039,2022-06-29
232095,Hike,Overnight,WALK,False,-79.3810099999999,38.8320900000001,2022-06-29
232424,Cabin,Overnight,MIDD,False,-79.76767,38.686224,2023-03-03
232186,Tent,Overnight,Loop 2,False,-119.892458,39.3121870000001,2022-06-29
232469,Cabin,Overnight,,False,-155.431234289,58.6694562230001,2022-06-29
234304,Cabin,Overnight,BIMC,False,-111.553604,44.333678,2022-06-29
232585,RV,Overnight,EURE,False,-88.197296,37.022513,2022-06-29
232114,RV,Overnight,CATB,False,-86.6369882179999,38.1357471390001,2022-06-29
232260,Tent,Overnight,BIG,False,0.0,0.0,2020-10-15
232624,Shelter,Day,LINT,True,-87.910944,36.686738,2022-06-29
232712,Shelter,Day,STILLHOUSE ,False,-97.535388,31.035988,2023-09-22
234470,Picnic,Day,EAST,True,-112.506715153263,38.2605724316803,2022-06-29
233536,Hike,Overnight,LPAR,False,-120.651245,45.727657,2022-11-02
232664,Shelter,Day,Beach Shelter,False,-82.224416,33.783128,2022-06-29
234226,Shelter,Day,SHELTERS,True,-82.987499,38.24645,2022-06-29
234293,Cabin,Overnight,GRIZZLY RIDGE YURT ,False,-109.500833333,40.7430555556,2022-06-29
234515,Cabin,Overnight,CALDWELL,False,-109.369841,33.746257,2023-06-07
232882,Tent,Overnight,AREA CHILKOOT,False,0.0,0.0,2023-08-02
232820,Tent,Overnight,AREA FISH CREEK,False,0.0,0.0,2020-10-15
234259,Cabin,Overnight,SC,False,-80.99676,36.8037850000001,2023-08-30
231867,Tent,Overnight,CHAL,False,-106.232707224,38.7125086290001,2022-06-29
234238,Cabin,Overnight,DOUBLEHEAD CABIN ,False,-71.130037,44.167699,2022-06-29
231906,Tent,Overnight,HIDE,False,-109.648399,40.914986,2022-06-29
232299,Shelter,Day,CRES,True,-111.80632,34.8263099999999,2023-09-27
232721,Shelter,Day,TSUC,True,-92.544714,35.078239,2022-06-29
232577,Shelter,Day,DOVE,True,-87.842512,36.489586,2022-06-29
234167,Cabin,Overnight,LOST LAKE CABINS ,True,-88.5621663741838,45.8777080741579,2022-06-29
233951,Picnic,Day,PAVI,True,-94.158628,33.32406,2022-06-29
234121,Shelter,Day,POWERHOUSE GROUP PICNIC AREA ,True,-115.476429,40.6926190000001,2023-03-21
234261,Cabin,Overnight,STUMP CREEK GUARD STATION ,False,-111.08,42.7941666667,2022-06-29
234240,Cabin,Overnight,SNOW SURVEY,False,-106.378263873188,41.3265687947734,2023-02-17
234316,Cabin,Overnight,COLGS,False,-109.519068,40.667493,2022-06-29
232630,RV,Overnight,GLOO,False,-85.835415,36.100551,2022-06-29
234606,RV,Overnight,EAST,True,-109.621504095849,44.4661072037637,2022-06-29
232388,Horseback,Overnight,IRON,False,-103.473541,43.826648,2022-06-29
234235,Cabin,Overnight,MCKEEVER CABIN ,False,-86.599907,46.214948,2022-06-29
234460,Shelter,Day,CEDAR,False,-105.681674,33.358906,2022-06-29
233897,Shelter,Day,ALUM CREEK,True,-82.962574,40.184846,2022-06-29
233996,Water,Overnight,JARVIES BOAT IN GROUP ,False,-109.480777,40.932541,2022-06-29
232465,Tent,Overnight,LOOP A,False,-121.569064263,46.735090879,2023-02-28
233888,Cabin,Overnight,CRESCENT MOON RANCH,False,-111.802064,34.8253330000001,2022-06-29
234602,Picnic,Day,SHELL KNOB,True,-93.595507,36.6120250000001,2022-06-29
234286,Cabin,Overnight,YELLOWJACKET GUARD STATION ,False,-114.48251,44.994461,2022-06-29
234105,Hike,Overnight,ALVARADO,False,-105.567076841,38.078895921,2022-06-29
234424,Horseback,Overnight,AREH,False,-82.974946,35.760899,2022-10-04
234246,Cabin,Overnight,SEEDHOUSE,True,-106.772612,40.7751590000001,2022-06-29
233577,Shelter,Day,GROUP SITES,False,-95.340722,38.94023,2023-09-22
233868,Cabin,Overnight,BASSAM CABIN ,False,-105.939065,38.7459860000001,2022-06-29
232467,Tent,Overnight,A,False,-86.0965682039999,37.1830310550001,2023-07-13
233106,Shelter,Day,GROUP SITE,True,-86.59952,36.091114,2023-05-23
232633,Shelter,Day,LONGHORN GROUP SHELT,False,-97.443569,32.647104,2023-09-22
234496,Picnic,Day,AREA,True,-106.377281236,35.1755688150001,2023-04-10
234495,Picnic,Day,CIENEGA,True,-106.381825292,35.169700124,2023-04-10
234550,Picnic,Day,GROOM CREEK,False,-112.43481368,34.470885777,2022-06-29
234243,Shelter,Day,Below Dam,False,-82.344643,37.236269,2022-11-17
233520,RV,Overnight,IRON MOUNTAIN ,False,-93.11606,34.227475,2022-06-29
233676,Shelter,Overnight,SOUT,False,-72.8091,43.161503,2022-06-29
234242,Shelter,Day,STE MARIE PARK ,False,-91.94077,34.268608,2022-06-29
234494,Picnic,Day,BALSAM ,True,-106.408062337,35.2147016710002,2023-04-10
232101,RV,Overnight,LAKE,False,-105.056128059,37.9831432050001,2022-06-29
232473,Tent,Overnight,Black Rock Campground,False,-116.389470442,34.073442782,2022-12-20
232257,Tent,Overnight,GRPC,False,-84.259187,36.99003,2022-06-29
233785,Shelter,Day,Dam West Day Use Shelter 2,False,-89.361026,38.625201,2022-06-29
234252,Cabin,Overnight,CARIBOU MOUNTAIN GUARD STATION ,False,-111.319951,43.149993,2022-06-29
233872,Shelter,Day,BELTON LAKEVIEW PARK ,False,-97.48278,31.10515,2023-02-28
232641,RV,Overnight,MIDWAY ,True,-97.225922,31.523536,2022-09-14
234588,Picnic,Day,EAST MAROON,False,-106.939802,39.09831,2023-06-06
234571,Shelter,Day,DAY USE,False,-82.850069,34.623414,2022-06-29
234129,Cabin,Overnight,CRESCENT MINING,False,-106.413732,38.989561,2022-06-29
234483,Cabin,Overnight,CARNERO,False,-106.423469,37.989612,2022-12-15
234034,Cabin,Overnight,BUCK PARK CABIN ,False,-116.741761,44.782124,2022-06-29
232195,Tent,Overnight,CUTT,False,-109.417767981,33.8746025920001,2022-06-29
234232,Shelter,Day,SHELTERS,True,-80.621757,38.84438,2022-06-29
232556,Shelter,Day,COOK,False,-86.603182,36.136598,2023-05-23
233489,RV,Overnight,Faranuf,True,-106.431149,48.013693,2022-08-21
231845,Tent,Overnight,HIDD,False,-105.434542697,41.233658615,2022-06-29
233961,Cabin,Overnight,BEAVER CREEK CABIN,False,-115.608769963577,43.9666201594943,2022-09-06
233839,Tent,Overnight,AREA DIRT FLAT,False,0.0,0.0,2020-10-15
233842,Tent,Overnight,AREA DRY GULCH,False,0.0,0.0,2020-10-15
232527,Shelter,Day,BOAK,False,-82.833041,34.341162,2022-06-29
232534,Tent,Overnight,T2,False,-94.53966,32.74175,2022-06-29
232421,Picnic,Day,DGWP,True,-91.8373653499999,37.8002279300001,2023-08-25
234011,RV,Overnight,LAKB,False,0.0,0.0,2021-08-07
233932,Cabin,Overnight,MINR,False,-105.106853614982,38.0920621401743,2022-06-29
232470,Tent,Overnight,Group Area,False,-116.120746502,33.999014926,2022-06-29
233827,Horseback,Overnight,CUT FOOT HORSE CAMPGROUND ,True,-94.1122896192579,47.560092022574,2022-06-29
233447,RV,Overnight,CANA,False,-98.606848,36.090494,2022-06-29
232471,Tent,Overnight,Group Area,False,-115.81484835,33.743659167,2022-06-29
234531,Cabin,Overnight,POGS,False,-112.300461502572,37.485839611097,2022-06-29
233881,Cabin,Overnight,DEADWOOD LOOKOUT REC CABIN ,False,-115.704062,44.1254030000002,2022-06-29
233875,Shelter,Day,BLUFFVIEW PARK ,False,-90.787193,37.179587,2022-06-29
234251,Cabin,Overnight,EGAN BASIN GUARD STATION ,False,-111.570755,42.053674,2022-06-29
232728,Shelter,Overnight,UGRO,False,-97.616469,31.014269,2022-06-29
232583,Tent,Overnight,TLOO,False,-96.516504,33.037849,2022-06-29
234142,Shelter,Day,NORTHFIELD BROOK,False,-73.090469,41.685781,2022-06-29
232629,Shelter,Day,LONE BRANCH ,False,-86.501529,36.284478,2023-09-22
232475,Shelter,Day,Pavilion ,False,-83.3865305209999,35.703284395,2022-06-29
232476,Shelter,Day,Picnic Pavilion,True,-83.502327945,35.687512123,2022-06-29
232477,Shelter,Day,Pavilion ,False,-83.648941507,35.679859944,2022-06-29
232478,Tent,Overnight,Group Sites 201-203,False,-83.4345113529999,35.4635400930001,2022-06-29
232479,Tent,Overnight,A-Loop,False,-83.209851003,35.7542682160001,2022-06-29
232675,Shelter,Day,Pleasant Grove Day Use,True,-85.439327,36.536805,2022-06-29
234305,Cabin,Overnight,WARC,False,-111.251225,44.205729,2022-06-29
234266,Cabin,Overnight,EIGHT MILE GUARD STATION ,False,-111.575969,42.532131,2022-06-29
233431,Water,Overnight,THUM,False,-123.084644,38.777008,2022-06-29
