FacilityID,CampsiteLongitude,CampsiteLatitude
232941,-134.457777778,58.2636111111
233151,-112.25472,46.525095
232958,-131.451663889,55.8260305556
233002,-133.25,56.6461111111
233027,-132.878055556,57.0363888889
232921,-134.254027778,57.6631305556
233067,-132.105,56.7147222222
232924,-134.185205556,57.6700916667
234391,-113.322829,45.023142
233025,-133.069722222,56.5791666667
233026,-149.9866,60.4374
233012,-132.691944444,57.0305555556
232972,-145.215833333,60.4436111111
232940,-134.696666667,58.4094444444
233064,-133.1525,55.8205555556
232991,-148.3108,60.65639
233000,-149.012516667,60.3681277778
233091,-138.502777778,59.2483333333
232967,-130.826977778,55.4872166667
234318,-112.210045,44.780923
232983,-146.663533333,60.426
232965,-130.671111111,55.2605555556
233028,-149.505752778,60.4453222222
233023,-149.708822222,60.7297833333
234336,-110.89179,45.874335
232976,-147.5,59.9141666667
234541,-120.661160963,39.563916725
232901,-120.837649,40.566348
234600,-123.020471,39.367008
234365,-111.235502,44.70959
232020,-116.740025,33.832478
234506,-113.1523,47.127276
234415,-109.899132,45.59509
232774,-109.3225133781,45.0878682332
234322,-111.707131,45.011125
232031,-116.882544,34.171463
252494,-147.8883333,65.21333333
232349,-120.403327,38.924745
234375,-113.122031,46.501771
234436,-121.658252,41.578691
232237,-118.593461,37.244441
234394,-112.465,46.1555555556
232240,-118.569925,37.20807
234331,-111.373335,45.450964
234388,-115.660855,48.906036
234364,-111.825698,44.918139
234353,-112.887988,45.675025
232239,-118.739092,37.453933
234360,-113.874603,47.893902
234396,-112.466666667,46.1483333333
234378,-113.609421,46.349125
234373,-113.526425,46.074991
234403,-122.279353,41.128294
234445,-115.532511,45.724109
232302,-120.31431,39.002148
234449,-112.481045,46.430053
234406,-112.854674,45.415309
232932,-132.553611111,55.2480555556
232819,-118.451897,35.798271
232809,-118.598523,36.141522
232938,-135.088333333,59.5447222222
232812,-119.1698648495,37.2521740723
232926,-133.928525,57.4257027778
232949,-131.398958333,55.9728972222
232946,-135.226388889,59.5013888889
233069,-132.267222222,56.6975
233018,-149.7522,60.62155
233775,-120.083564,37.821654
232955,-131.562875,55.5976111111
232930,-134.4725,58.1221861111
233017,-133.187222222,56.5480555556
232937,-136.449722222,57.8736111111
232348,-120.32,38.98
233029,-149.414,60.1975305556
232910,-119.579342,37.327158
234536,-120.645026863,39.628334667
234543,-120.911059512,39.539033472
234278,-113.7261111,45.9227778
232974,-147.886388889,59.8022222222
234361,-111.96274,45.017484
231947,-117.453458,33.655689
232823,-118.619254,35.957626
234405,-123.3280942055,40.37506493
233059,-133.32,56.2411111111
232927,-134.163077778,57.3492555556
234395,-115.53367,46.99414
233071,-131.898888889,56.6441666667
234412,-115.394856,47.386386
231961,-119.771318,34.556143
234366,-111.286483,45.039713
233021,-149.678125,60.7837111111
234372,-111.88899,44.803864
232962,-131.155130556,55.2232138889
234334,-111.206718,45.426555
231952,-116.41765,32.854996
233076,-132.365833333,56.5780555556
234358,-105.932778,45.249105
